Titre,album,Artiste,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Loading,Loading,Central Cee,2020-10-22,173333,5,0.732,0.85,0.68,0.0,0.0964,-6.18,0.33799999999999997,144.006,1
New Blood,Rare Breed,Zayde Wølf,2016-04-01,198762,3,0.0774,0.486,0.892,0.0,0.0532,-3.529,0.0606,72.984,4
Air I Breathe - Sub Focus & Wilkinson,Portals,Sub Focus,2020-10-09,250720,3,0.0976,0.436,0.927,0.007090000000000001,0.16899999999999998,-4.371,0.0521,174.011,4
Hurt,Collapsed In Sunbeams,Arlo Parks,2021-01-29,216026,3,0.727,0.6759999999999999,0.36200000000000004,0.00024900000000000004,0.168,-9.492,0.0323,94.965,4
Flavour - feat. Stormzy,"Music, Trial & Trauma: A Drill Story",Loski,2020-11-20,204373,2,0.374,0.633,0.644,0.0,0.0992,-5.782,0.368,102.912,4
Before I Go,TOMORROW,Marisha Wallace,2020-12-04,211960,1,0.564,0.31,0.706,0.0,0.111,-5.2139999999999995,0.0502,178.239,4
Straight Murder (Giggs & David) [feat. Dave],Now Or Never,Giggs,2020-11-06,321125,3,0.0236,0.9359999999999999,0.507,0.00011599999999999999,0.12,-11.014000000000001,0.321,138.024,4
Rainfall (feat. Tiana Major9),Heavy Is The Head,Stormzy,2019-12-13,197946,3,0.17600000000000002,0.5479999999999999,0.67,0.0,0.0863,-5.275,0.40399999999999997,108.04799999999999,4
Come Over (feat. Anne-Marie & Tion Wayne),Come Over (feat. Anne-Marie & Tion Wayne),Rudimental,2020-08-28,206657,4,0.0442,0.797,0.672,0.0027,0.149,-6.135,0.0477,131.97799999999998,4
Sail,Megalithic Symphony Deluxe,AWOLNATION,2011,259102,5,0.452,0.825,0.435,0.609,0.0953,-9.582,0.0568,119.038,4
Me & U (feat. Kelsey),Me & U (feat. Kelsey),Majestic,2020-09-25,210874,3,0.0028899999999999998,0.636,0.924,0.000271,0.7559999999999999,-4.112,0.0293,125.00200000000001,4
Is It True,The Slow Rush,Tame Impala,2020-02-14,239266,4,0.00307,0.731,0.664,0.35,0.133,-5.474,0.0302,118.01799999999999,4
Trouble’s Coming,Trouble’s Coming,Royal Blood,2020-09-24,228400,4,0.0533,0.775,0.688,0.0,0.321,-5.038,0.0384,112.009,4
Incredible,Incredible,Gary Barlow,2020-10-30,165322,1,0.248,0.6779999999999999,0.8809999999999999,0.0,0.0765,-2.563,0.14300000000000002,92.93,4
Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,5,0.00701,0.578,0.866,0.0,0.257,-3.804,0.0619,128.03799999999998,4
Perfectly Imperfect,Perfectly Imperfect,Declan J Donovan,2020-08-14,204309,4,0.649,0.698,0.36700000000000005,0.0,0.11900000000000001,-5.811,0.0329,104.853,3
You’re Mines Still (feat. Drake),You’re Mines Still (feat. Drake),Yung Bleu,2020-10-15,226220,5,0.317,0.575,0.609,0.0,0.105,-4.88,0.121,83.00399999999999,4
Hide (feat. Seezyn),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,2018-12-14,205800,5,0.0622,0.715,0.639,0.0,0.157,-5.0169999999999995,0.0752,149.996,4
Lighter (feat. KSI),Lighter (feat. KSI),Nathan Dawe,2020-07-24,182439,5,0.0214,0.703,0.8370000000000001,4.45e-05,0.10400000000000001,-3.6060000000000003,0.0395,124.95299999999999,4
you broke me first - Luca Schreiner Remix,you broke me first (Luca Schreiner Remix),Tate McRae,2020-06-01,192338,4,0.0326,0.618,0.8290000000000001,3.47e-06,0.0971,-5.939,0.0839,123.916,4
Girl,Girl,KC Lights,2020-08-07,159250,2,8.43e-05,0.628,0.917,0.213,0.179,-7.622999999999999,0.0428,122.976,4
Fake Friends (feat. Alex Hosking),Fake Friends (feat. Alex Hosking),PS1,2020-03-20,173663,4,0.0474,0.667,0.892,0.0008300000000000001,0.374,-4.611000000000001,0.0451,122.98100000000001,4
24k,"Last Year Was Weird, Vol. 2",Tkay Maidza,2020-08-07,233537,2,0.285,0.784,0.762,0.0,0.626,-6.6770000000000005,0.48100000000000004,117.98700000000001,4
Dancing In The Moonlight (feat. NEIMY),Dancing In The Moonlight (feat. NEIMY),Jubël,2018-06-22,164009,5,0.27,0.659,0.615,0.0,0.187,-5.865,0.0644,119.84299999999999,4
Gold,Gold,Paloma Faith,2020-10-29,238386,2,0.019,0.718,0.614,5.379999999999999e-05,0.10099999999999999,-4.873,0.0343,93.964,4
Lie To Me (feat. Lil Durk),missunderstood,Queen Naija,2020-10-30,192823,3,0.311,0.517,0.7240000000000001,0.0,0.0882,-4.865,0.386,173.232,4
Tonight Is the Night,Young Dumb Thrills,McFly,2020-11-13,236840,2,0.0194,0.469,0.75,0.0,0.0805,-5.6129999999999995,0.0324,165.84400000000002,4
Teardrops,Teardrops,Bring Me The Horizon,2020-10-22,215003,4,0.000323,0.49700000000000005,0.9159999999999999,0.0,0.36,-3.323,0.10800000000000001,96.051,4
"Whenever, Wherever",Laundry Service,Shakira,2001-11-13,196160,5,0.23600000000000002,0.7929999999999999,0.8320000000000001,1.12e-05,0.20199999999999999,-4.862,0.0406,107.661,4
What's Up Danger (with Black Caviar),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,2018-12-14,222306,4,0.0036299999999999995,0.701,0.755,0.000795,0.121,-5.82,0.0417,95.036,4
Shame Shame,Medicine At Midnight,Foo Fighters,2021-02-05,257426,4,0.0013800000000000002,0.652,0.8640000000000001,0.0433,0.0371,-4.1080000000000005,0.0325,122.02600000000001,4
Yesterday,Yesterday,Loyle Carner,2020-11-11,168654,3,0.0734,0.428,0.98,0.0,0.127,-2.975,0.44299999999999995,92.035,4
NOPUS,NOPUS,Eric Prydz,2020-10-23,200210,3,0.00117,0.494,0.938,0.9520000000000001,0.11800000000000001,-4.828,0.0402,127.00399999999999,4
Bayside,Bayside,Obskür,2020-11-09,329037,4,0.0121,0.861,0.909,1.42e-05,0.076,-3.944,0.261,124.03,4
My Family (feat. BackRoad Gee),Send Them To Coventry,Pa Salieu,2020-11-13,160293,2,0.408,0.589,0.647,0.0,0.10400000000000001,-6.513999999999999,0.452,101.976,4
Worth It,Fake It Flowers,beabadoobee,2020-10-16,194173,2,0.0125,0.5760000000000001,0.7509999999999999,0.000459,0.0501,-5.256,0.0269,103.009,4
Rhythm Is Changing (feat. Lowes),Notes From The Underground,High Contrast,2020-12-04,223016,2,0.00288,0.568,0.9390000000000001,0.802,0.0776,-4.207,0.0626,173.018,4
Happiness,Young Dumb Thrills,McFly,2020-11-13,194266,2,0.000953,0.597,0.8,0.0,0.213,-7.132000000000001,0.0299,104.97399999999999,4
Dub Be Good to Me,Let Them Eat Bingo,Beats International,1990,217626,1,0.000926,0.866,0.315,0.0311,0.12300000000000001,-17.73,0.0609,95.906,4
Deluded (feat. MIST),Deluded (feat. MIST),Tion Wayne,2020-10-30,181255,3,0.163,0.7340000000000001,0.609,0.0,0.0965,-7.545,0.54,139.798,4
Then You Can Tell Me Goodbye,Bettye Swann,Bettye Swann,2004-01-01,226240,2,0.951,0.504,0.14800000000000002,0.0057799999999999995,0.105,-18.457,0.0285,91.118,4
Never Felt A Love Like This (feat. Dotan) - Raven & Kreyn Remix,Never Felt A Love Like This (feat. Dotan) [Remixes],Galantis,2020-03-27,175719,3,0.00048600000000000005,0.687,0.8809999999999999,0.00609,0.214,-5.325,0.0428,126.094,4
"Naughty Naughty (feat. Swarmz, S1mba & Noizy)","Naughty Naughty (feat. Swarmz, S1mba & Noizy)",Predz Uk,2020-11-05,212756,2,0.23,0.879,0.6859999999999999,0.0,0.0673,-5.742999999999999,0.0938,99.979,4
Look But Don't Touch,I Owe It All To You,Shirley Bassey,2020-11-06,226426,1,0.204,0.625,0.74,0.0,0.244,-8.459,0.0684,143.986,4
Ginger (feat. Burna Boy),Made In Lagos,WizKid,2020-10-29,196146,4,0.10300000000000001,0.545,0.7490000000000001,0.0,0.23199999999999998,-6.621,0.153,100.50299999999999,4
Amen,Make My Mind Up,Tom Grennan,2021-03-05,179991,1,0.064,0.6940000000000001,0.516,0.0,0.155,-5.7989999999999995,0.0502,77.854,4
Di-Gue-Ding-Ding,The Music Of Michel Legrand,Michel Legrand,2011-09-13,189933,1,0.368,0.628,0.679,0.7659999999999999,0.268,-11.658,0.0474,138.014,4
Outta Time (feat. Drake),A N N I V E R S A R Y,Bryson Tiller,2020-10-02,198821,4,0.0129,0.7140000000000001,0.5820000000000001,0.0,0.0774,-7.272,0.0808,92.819,4
"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,2018-12-14,219400,3,0.17600000000000002,0.58,0.935,0.0,0.514,-4.8469999999999995,0.293,129.173,4
Afraid (feat. HARLEE),Afraid,James Hype,2020-09-18,142971,4,0.10099999999999999,0.7440000000000001,0.78,4.36e-06,0.184,-3.6310000000000002,0.0529,125.99700000000001,4
Heat Waves,Dreamland,Glass Animals,2020-08-07,238805,5,0.44,0.7609999999999999,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,4
More Life (feat. Tinie Tempah & L Devine),More Life (feat. Tinie Tempah & L Devine),Torren Foot,2020-09-18,151933,3,0.0386,0.71,0.9790000000000001,3.9e-05,0.305,-3.156,0.14800000000000002,125.014,4
How This Came To Be,The Pleasant Trees,Tom Rosenthal,2014-09-01,168740,2,0.932,0.484,0.25,0.217,0.109,-13.450999999999999,0.0359,155.362,4
Scared of the Dark (feat. XXXTENTACION),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,2018-12-14,233000,4,0.0468,0.44299999999999995,0.623,0.0,0.247,-6.7170000000000005,0.0718,79.365,4
Times Like These,One By One (Expanded Edition),Foo Fighters,2002-10-22,265560,4,1.4000000000000001e-05,0.376,0.9079999999999999,1.4000000000000001e-05,0.24100000000000002,-3.793,0.0879,144.58100000000002,4
Whatchu On Today (feat. Polo G),Pain is Temporary,Bankrol Hayden,2020-06-26,121440,3,0.281,0.867,0.48100000000000004,0.0,0.11,-5.3229999999999995,0.317,94.915,4
Comin' Home Baby,Plays Hip Hits,Quincy Jones,1963-01-01,166240,2,0.435,0.449,0.44799999999999995,0.00199,0.649,-12.295,0.0381,77.634,4
Something in Your Eyes,What the Future Holds,Steps,2020-11-27,181666,2,0.000106,0.602,0.825,0.0,0.0615,-4.6,0.0304,126.991,4
Not Another Love Song,Not Another Love Song,Ella Mai,2020-10-02,217801,4,0.171,0.499,0.612,4.99e-05,0.0993,-5.947,0.127,157.218,4
Everybody’s Gotta Live,Reel To Real,Love,1974,204521,3,0.607,0.805,0.281,0.0,0.11599999999999999,-11.877,0.0961,105.87299999999999,4
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,213333,5,0.48700000000000004,0.48,0.602,0.0,0.0848,-6.335,0.368,179.798,4
Come As You Are,Nevermind (Remastered),Nirvana,1991-09-26,218920,4,0.00016,0.5,0.8240000000000001,0.00161,0.0916,-5.846,0.0388,120.125,4
daydreams,daydreams,easy life,2020-10-21,160000,3,0.647,0.679,0.547,0.00148,0.253,-5.337000000000001,0.0889,82.93299999999999,4
Not About You (feat. Hadiya George) - Extended Mix,Not About You (feat. Hadiya George),Honey Dijon,2020-07-31,396405,1,0.0016600000000000002,0.857,0.836,0.10099999999999999,0.0655,-6.8870000000000005,0.034,126.01700000000001,4
I Don't Wanna Know,I Don’t Wanna Know,Punctual,2020-07-31,165093,4,0.00128,0.6779999999999999,0.8270000000000001,0.0527,0.34,-6.336,0.0529,119.988,4
The Thrill - Extended Mix,The Thrill,Prospa,2020-12-18,280320,1,0.00179,0.604,0.847,0.26899999999999996,0.0762,-7.46,0.034,124.971,4
Oye Como Va,Abraxas,Santana,1970-09-23,256933,4,0.301,0.736,0.379,0.345,0.10400000000000001,-13.208,0.0539,128.399,4
Mad World,The Hurting,Tears For Fears,1983-03-07,215400,3,0.0709,0.647,0.8959999999999999,0.0505,0.0614,-5.949,0.0509,118.729,4
GREECE (feat. Drake),GREECE (feat. Drake),DJ Khaled,2020-07-16,218901,5,0.0743,0.695,0.34299999999999997,1.04e-06,0.107,-10.798,0.0432,85.84,4
Rise Up,Cheers to the Fall,Andra Day,2015-08-28,253342,5,0.805,0.39799999999999996,0.316,0.0,0.295,-7.031000000000001,0.0368,118.58200000000001,4
Kunta Kinte Dub,Drum Sound - More Gems From the Channel One Dub Room 1974 -1980,The Revolutionaries,2007-07-17,265333,2,0.0476,0.799,0.467,0.816,0.0915,-11.540999999999999,0.0708,140.644,4
My Silver Lining,Stay Gold,First Aid Kit,2014-06-06,215493,3,0.026000000000000002,0.47700000000000004,0.725,0.000133,0.214,-4.671,0.0337,101.854,4
Silly Games,The Definitive Hits Collection (1977-1985),Janet Kay,2011-06-11,248493,2,0.221,0.831,0.418,0.00209,0.0694,-14.083,0.0733,120.994,4
Have a Little Faith,Love of the Common People,Nicky Thomas,1970-01-01,209480,1,0.134,0.8540000000000001,0.47100000000000003,0.0137,0.0742,-10.835999999999999,0.109,112.97,4
Wires,Tourist,Athlete,2005-01-31,260706,2,0.22399999999999998,0.501,0.565,0.000352,0.185,-6.596,0.0285,134.504,4
Minstral Paplo,Augustus Pablo At King Tubbys,Augustus Pablo,2007-01-24,195960,1,3.929999999999999e-05,0.527,0.335,0.9209999999999999,0.0911,-17.143,0.316,77.33800000000001,4
Cut Me Off (feat. D-Block Europe),Cut Me Off (feat. D-Block Europe),Yxng Bane,2020-11-12,228837,3,0.158,0.8059999999999999,0.769,2.25e-05,0.0824,-5.127000000000001,0.111,104.98100000000001,4
Lonely Girl,Work All Day - Barry Biggs,Barry Biggs,2018-09-14,186880,1,0.0933,0.63,0.375,0.00010800000000000001,0.228,-10.549000000000001,0.053,79.13600000000001,4
Dilemma - Rinseout Edit,Dilemma (DnB Remixes),Sigma,2019-07-26,196114,1,0.00251,0.662,0.938,0.00122,0.0643,-1.329,0.172,175.095,4
On Top Of The World,Night Visions (Deluxe),Imagine Dragons,2012-09-04,189840,4,0.0893,0.635,0.9259999999999999,4.53e-06,0.0928,-5.5889999999999995,0.151,100.04799999999999,4
Woman Up,Thank You (Deluxe Version),Meghan Trainor,2017-05-12,208693,2,0.00848,0.755,0.7509999999999999,0.000368,0.32,-4.322,0.051,104.94200000000001,4
Damage,Damage,H.E.R.,2020-10-21,223414,5,0.113,0.6459999999999999,0.696,0.0,0.115,-6.505,0.065,81.336,4
Whine and Grine/Stand Down Margaret,I Just Can't Stop It (Remastered),The English Beat,2012-01-01,226653,1,0.0196,0.7440000000000001,0.629,0.00021400000000000002,0.10800000000000001,-11.873,0.059000000000000004,170.351,4
I Only Have Eyes for You,Flamingo Serenade,The Flamingos,1959-08-11,202773,3,0.9159999999999999,0.552,0.313,0.0017,0.12,-12.41,0.0296,88.554,3
Reach - Deluxe Edition Track,Harriet (Deluxe Edition),Harriet,2017-09-29,242013,1,0.7070000000000001,0.5579999999999999,0.41600000000000004,0.0,0.105,-11.870999999999999,0.0292,139.97799999999998,4
Energy (feat. Mahalia),Send Them To Coventry,Pa Salieu,2020-11-13,188826,3,0.7070000000000001,0.75,0.711,0.0053,0.10800000000000001,-8.5,0.11900000000000001,112.476,4
Nice To Have,Modus Vivendi,070 Shake,2020-01-17,232453,2,0.0629,0.698,0.473,1.1900000000000001e-05,0.0905,-6.525,0.0456,156.989,4
Ghost,The Bonny,Gerry Cinnamon,2020-11-13,207113,3,0.0531,0.478,0.7659999999999999,5.15e-05,0.10099999999999999,-6.449,0.0384,160.911,4
Dreadlocks In Moonlight,Reggae Greats,"Lee ""Scratch"" Perry",1984,228200,1,0.0109,0.9470000000000001,0.32,0.0,0.073,-16.062,0.0688,131.03799999999998,4
You Don't Know Me (feat. Duane Harden),You Don't Know Me (feat. Duane Harden),Armand Van Helden,1998-01-01,493560,2,0.0206,0.7879999999999999,0.7140000000000001,0.0275,0.0667,-6.952999999999999,0.0875,129.953,4
Old TV Shows,Only Smith & Burrows Is Good Enough,Smith & Burrows,2021-02-19,235426,1,0.657,0.49200000000000005,0.7759999999999999,0.0,0.11599999999999999,-7.5920000000000005,0.10300000000000001,84.943,4
Living (feat. Alex Clare),Living (feat. Alex Clare),Bakermat,2016-07-15,197733,3,0.0605,0.762,0.821,0.0034100000000000003,0.141,-4.087,0.0453,121.98,4
Kate Winslet (feat. Unknown T),Kate Winslet (feat. Unknown T),NSG,2020-11-19,231026,3,0.222,0.6920000000000001,0.677,0.00106,0.0975,-5.792000000000001,0.302,101.637,4
Cemetery Walks,Cemetery Walks,MIST,2020-11-18,182828,2,0.354,0.564,0.762,0.0,0.127,-6.082999999999999,0.61,182.097,4
Essence (feat. Tems),Made In Lagos,WizKid,2020-10-29,248040,4,0.0266,0.8490000000000001,0.7070000000000001,8.58e-06,0.618,-6.002000000000001,0.113,104.027,4
I Won't Back Down,American III: Solitary Man,Johnny Cash,2000-01-01,128199,2,0.58,0.626,0.539,0.0,0.309,-8.372,0.0288,113.70200000000001,4
On The Nature Of Daylight,The Blue Notebooks,Max Richter,2014-01-01,371746,3,0.129,0.14400000000000002,0.34700000000000003,0.879,0.11,-12.662,0.040999999999999995,86.242,3
After Tonight,Win Some Loose Some,Junior English,1981,209040,1,0.0393,0.8059999999999999,0.48100000000000004,0.13699999999999998,0.0861,-10.627,0.10099999999999999,130.32399999999998,4
All I Need,All I Need,Jake Bugg,2020-10-26,216218,4,0.000397,0.5,0.732,0.0554,0.0759,-3.5780000000000003,0.0418,169.9,4
Me And Tennessee - from the motion picture Country Strong,Tim McGraw & Friends,Tim McGraw,2013-01-22,283973,2,0.0385,0.391,0.753,1.1599999999999999e-05,0.17,-5.25,0.0341,155.983,4
Nina's Song - Single Version,Nina's Song,Travis,2020-12-04,227080,1,0.374,0.469,0.534,0.0,0.158,-4.502,0.0287,125.92200000000001,3
Heartlight - Classic Diamonds,Heartlight (Classic Diamonds),Neil Diamond,2020-10-16,286346,1,0.8390000000000001,0.45299999999999996,0.523,0.0609,0.13,-8.496,0.0304,119.807,4
Dreams,One Last Time / Dreams,THAT KIND,2020-10-30,228612,3,0.21600000000000003,0.769,0.8190000000000001,0.00942,0.10300000000000001,-5.266,0.0482,124.029,4
Chandelier,1000 Forms Of Fear (Deluxe Version),Sia,2015-05-04,216120,4,0.0197,0.39899999999999997,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,5
Won’t Get Fooled Again - Live,Tommy Live At The Royal Albert Hall,The Who,2017-09-15,618946,1,0.031,0.573,0.941,0.0682,0.825,-6.156000000000001,0.0487,134.485,4
All You're Dreaming Of,All You're Dreaming Of,Liam Gallagher,2020-11-27,241821,3,0.75,0.271,0.503,0.000102,0.0941,-4.1419999999999995,0.0314,127.96,4
For the Good Times,I'm Still in Love with You,Al Green,1972-10-23,387782,2,0.541,0.523,0.287,6.96e-05,0.151,-11.998,0.0802,172.364,3
Rush (feat. Jessie Reyez),Rush (feat. Jessie Reyez),Lewis Capaldi,2018-02-23,198351,4,0.565,0.631,0.609,0.0,0.635,-7.394,0.0886,119.63600000000001,4
Up Beat (Married Life),Up Beat (Married Life),Kenyi,2020-05-20,90757,2,0.762,0.556,0.537,0.6729999999999999,0.0896,-10.815,0.0547,188.062,3
New Shape,New Shape,Young T & Bugsey,2020-11-26,221276,3,0.0867,0.754,0.578,0.0,0.341,-6.1,0.0674,141.005,4
One More Sleep,"Christmas, With Love",Leona Lewis,2013-12-02,239586,3,0.46399999999999997,0.638,0.813,0.0,0.344,-3.8489999999999998,0.0362,112.986,4
"A Christmas Wish, The Theme to The Loss Adjuster","A Christmas Wish, The Theme to The Loss Adjuster",Beverley Knight,2020-11-13,187586,1,0.0794,0.385,0.934,0.0,0.451,-2.251,0.0596,149.863,4
Stay Another Day,Steam,East 17,1994-01-01,267133,3,0.578,0.524,0.489,0.000624,0.18600000000000003,-7.827999999999999,0.0274,127.76799999999999,4
Christmas Wrapping,The Best Of The Waitresses,The Waitresses,1990-10-23,320800,2,0.0526,0.73,0.5479999999999999,0.0,0.0425,-14.772,0.091,115.60700000000001,4
Elita (feat. Michael Bublé & Sebastián Yatra),Elita (feat. Michael Bublé & Sebastián Yatra),Gary Barlow,2020-09-30,210928,2,0.142,0.64,0.8059999999999999,0.0,0.0793,-5.792000000000001,0.11900000000000001,157.954,4
This Is How (We Want You To Get High),This Is How (We Want You To Get High),George Michael,2019-11-06,240493,2,0.12300000000000001,0.731,0.684,0.0,0.11699999999999999,-9.18,0.0395,114.79899999999999,4
Step Into Christmas,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),Elton John,1973-10-05,272393,3,0.102,0.526,0.925,8.900000000000001e-06,0.305,-5.584,0.0363,140.308,4
Spectrum (Say My Name) - Calvin Harris Remix,Spectrum (Say My Name) EP,Florence + The Machine,2012-01-01,218190,2,0.00225,0.578,0.946,0.00412,0.0966,-3.85,0.0482,126.09200000000001,4
A Spaceman Came Travelling,Spanish Train And Other Stories,Chris de Burgh,1975-01-01,311573,2,0.68,0.33899999999999997,0.218,0.00037400000000000004,0.0871,-15.88,0.0356,99.77,4
I See Your Ghost,I See Your Ghost,The Lathums,2020-10-09,151150,2,0.0296,0.541,0.807,5.660000000000001e-05,0.43700000000000006,-4.437,0.0379,152.121,4
VINYL,VINYL,BERWYN,2020-11-25,193500,2,0.5589999999999999,0.41100000000000003,0.659,0.000136,0.32,-9.641,0.389,174.804,4
Blinding Lights - Instrumental,Blinding Lights (Instrumental),Idris89,2020-05-29,196491,1,6.759999999999999e-05,0.488,0.602,0.9309999999999999,0.207,-9.855,0.0295,171.014,4
Feed The Fire - A-Trak & The Brothers Macklovitch Remix,Feed The Fire (A-Trak & The Brothers Macklovitch Remix),SG Lewis,2020-11-27,286733,2,0.0133,0.66,0.653,0.0213,0.069,-4.925,0.0404,121.984,4
Wildfires,Untitled (Black Is),SAULT,2020-06-19,206947,4,0.10800000000000001,0.862,0.314,0.156,0.0878,-8.269,0.0369,114.47200000000001,4
Believe,Believe,Okay Kaya,2019-03-28,202218,2,0.917,0.449,0.18100000000000002,0.128,0.121,-14.362,0.0413,89.751,4
I Wish It Could Be Christmas Everyday,I Wish It Could Be Christmas Everyday,Wizzard,2007-11-19,278946,3,0.004220000000000001,0.38299999999999995,0.914,1.4000000000000001e-05,0.444,-6.43,0.0515,139.955,4
I Believe in Father Christmas - 2017 - Remaster,The Anthology: A Musical Journey,Greg Lake,2020-10-23,213666,2,0.166,0.37799999999999995,0.392,3.15e-06,0.10400000000000001,-12.992,0.0297,113.581,4
Hugging You - Acoustic,Z-Sides,Tom Rosenthal,2018-10-26,233557,3,0.9570000000000001,0.4,0.037000000000000005,4.22e-05,0.0964,-20.456,0.0503,77.936,4
Summer 91 (Looking Back),Summer 91 (Looking Back),Noizu,2021-01-15,180000,3,0.0159,0.509,0.953,3.3e-05,0.28,-4.954,0.0414,125.015,4
Keeping the Dream Alive - Single Version,Fantasy,Freiheit,1988,256470,1,0.713,0.445,0.315,0.0,0.065,-11.402999999999999,0.0247,80.381,4
Chasing Pirates,The Fall,Norah Jones,2009-11-17,160906,3,0.547,0.85,0.46799999999999997,0.0667,0.106,-9.09,0.039,106.97399999999999,4
Christmas (Baby Please Come Home),A Christmas Gift For You From Phil Spector,Various Artists,1963,166453,3,0.395,0.325,0.759,0.000362,0.0773,-7.146,0.053,126.62700000000001,4
Christmas Time (Don't Let the Bells End),Christmas Time (Don't Let the Bells End),The Darkness,2004-09-27,219493,2,0.00146,0.41100000000000003,0.9179999999999999,0.000786,0.375,-2.761,0.0509,82.634,4
